M|M00833|200604|A|11|21|211|37545|0|37595|0|37595|0|0|0|0|.0039|.0085|14335|.0101|0|23160|0|100|.01|0                                                                     
M|M00833|200604|A|11|22|54|44567|0|44617|0|44617|0|0|0|0|.0012|.0127|6500|.01|0|38117|.1|0|0|0                                                                            
M|M00833|200604|A|11|23|3|8000|0|8000|0|5000|3000|0|0|0|.0513|.005|3000|.01|14|5000|0|0|0|0                                                                               
M|M00833|200604|A|11|24|1|5000|0|5000|0|0|5000|0|0|0|-.134|-.004|3500|.01|14|1500|19|0|0|0                                                                                
M|M00833|200604|A|12|21|42|7421|1100|6440|0|6440|0|0|0|0|-.0241|.0089|725|.01|0|5715|.3|0|0|0                                                                             
M|M00833|200604|A|12|22|23|17228|1500|15728|0|14228|1500|0|0|0|.0449|.0129|0|0|0|15728|2|0|0|0                                                                            
M|M00833|200604|A|12|23|3|8000|0|8000|0|3600|4400|0|0|0|.1025|.02|0|0|0|5500|12.1|2500|.01|0                                                                              
M|M00833|200604|A|12|24|1|5000|0|5000|0|0|200|0|0|4800|.126|.01|0|0|0|5000|298.7|0|0|0                                                                                    
M|M00833|200604|A|13|21|6|1205|275|930|0|0|405|100|425|0|.0156|||||||||                                                                                                   
M|M00833|200604|A|13|22|4|2400|0|2400|0|0|1400|0|1000|0|.0367|||||||||                                                                                                    
M|M00833|200604|A|14|21|13|2740|1040|1700|0|0|500|300|900|0|.0606|||||||||                                                                                                
M|M00833|200604|A|14|22|5|4470|2000|2470|0|970|500|1000|0|0|.0502|||||||||                                                                                                
M|M00833|200604|A|15|21|42|7207|2638|4069|0|400|500|300|800|1769|-.0166|||||||||                                                                                          
M|M00833|200604|A|15|22|17|13128|3128|8500|0|0|0|400|5100|1000|.0691|||||||||                                                                                             
M|M00833|200604|A|15|23|3|10900|3000|3000|0|0|0|0|0|3000|.128|||||||||                                                                                                    
M|M00833|200604|A|15|24|2|10000|0|10000|0|0|0|0|0|5000|.0911|||||||||                                                                                                     
M|M00833|200604|AA|11|21|1773|360735|100|360385|0|357234|3151|0|0|0|.0041|.0049|144705|.0105|.1|210960|.2|4720|.0255|8.4                                                  
M|M00833|200604|AA|11|22|534|455736|0|455893|0|281286|139587|32120|2900|0|-.0019|.0191|121484|.0126|4.1|205264|8.1|129145|.0227|18.3                                      
M|M00833|200604|AA|11|23|100|260990|3500|257490|0|66698|132992|47100|10700|0|.059|.0415|13850|.0237|23.2|95242|12|148398|.0271|26.6                                       
M|M00833|200604|AA|11|24|13|74021|0|74021|0|18128|42893|13000|0|0|.0831|.0297|6093|.0149|27.6|34228|18.1|33700|.0227|17.9                                                 
M|M00833|200604|AA|12|21|274|52804|4634|48136|0|47536|600|0|0|0|.0013|.0106|11136|.0122|.4|34696|.4|2304|.0417|2.4                                                        
M|M00833|200604|AA|12|22|315|221940|23400|197641|0|152821|31870|6450|3800|2700|.0133|.0116|20404|.014|8.7|163037|16.7|14200|.022|24                                       
M|M00833|200604|AA|12|23|30|80145|5200|70945|4000|14145|42200|10600|7700|300|.0199|.021|1200|.01|18.7|52710|30.6|21035|.0154|19.8                                         
M|M00833|200604|AA|12|24|13|72900|8600|64300|0|9600|28200|10200|9700|6600|.0396|.0177|3000|.0133|16.6|42300|122.8|19000|.0125|27                                          
M|M00833|200604|AA|13|21|21|4252|507|3745|0|1170|1575|900|0|100|.0016|||||||||                                                                                            
M|M00833|200604|AA|13|22|16|14500|5300|9200|0|700|6800|1700|0|0|-.0428|||||||||                                                                                           
M|M00833|200604|AA|13|23|4|10900|8100|2800|0|2700|100|0|0|0|-.3171|||||||||                                                                                               
M|M00833|200604|AA|13|24|3|21600|6700|14900|0|300|7000|7500|100|0|.1734|||||||||                                                                                          
M|M00833|200604|AA|14|21|56|11584|3067|8317|0|2052|3193|1000|1197|875|.024|||||||||                                                                                       
M|M00833|200604|AA|14|22|66|55070|12500|42570|0|3500|16770|8400|10100|2500|.0069|||||||||                                                                                 
M|M00833|200604|AA|14|23|9|21100|5400|15700|0|500|5100|2400|5000|2700|.0048|||||||||                                                                                      
M|M00833|200604|AA|14|24|8|42300|11000|31300|0|5800|6500|9000|10000|0|.0196|||||||||                                                                                      
M|M00833|200604|AA|15|21|202|41159|16027|21548|0|1010|1960|2301|7056|6371|.0048|||||||||                                                                                  
M|M00833|200604|AA|15|22|130|114870|45320|62180|0|500|4200|8530|26050|17500|.0103|||||||||                                                                                
M|M00833|200604|AA|15|23|46|123221|58924|58197|0|0|2000|5727|15670|25800|.0707|||||||||                                                                                   
M|M00833|200604|AA|15|24|10|63612|52600|11012|0|0|0|0|200|5000|-.0015|||||||||                                                                                            
M|M66731|200604|AAC|11|21|2|550|0|550|0|550|0|0|0|0|.01|.01|0|0|0|550|0|0|0|0                                                                                             
M|M66731|200604|AAC|11|22|12|12000|0|12005|0|7505|4500|0|0|0|.0083|.01|0|0|0|12005|7.7|0|0|0                                                                              
M|M66731|200604|AAC|11|23|7|20580|0|20580|0|15980|4600|0|0|0|.01|.01|0|0|0|20580|5.8|0|0|0                                                                                
M|M66731|200604|AAC|11|24|17|87000|0|72000|15000|54800|32200|0|0|0|.0139|.0089|5000|.01|21|82000|9.6|0|0|0                                                                
M|M66731|200604|AAC|12|22|11|10800|0|10800|0|9900|0|900|0|0|.0063|.01|0|0|0|10800|5.5|0|0|0                                                                               
M|M66731|200604|AAC|12|23|8|24500|0|24500|0|17200|300|0|4000|3000|.0115|.01|0|0|0|24500|99.3|0|0|0                                                                        
M|M66731|200604|AAC|12|24|8|40600|0|40600|0|23200|17400|0|0|0|.0051|.01|0|0|0|40600|8.7|0|0|0                                                                             
M|M66731|200604|AAC|13|22|1|1000|0|0|0|0|0|0|0|0|0|||||||||                                                                                                               
